Nr,Event,Participant,TaskID,Reaction.Time,Audio,ANSWER,Word1,Word2,Word3,Word4,Word5,Response,WordsCorrect,Accuracy,Voice,Type,SentenceID,Noise,SubjectNr,Sex,Age,BirthCountry,Date,TimeTaken,Approvals,Location,IntelligibilityTask
3280,218,66982d11d7d50b532313478d,task-16xx,9631,voice_10_human_067_-6dB.mp3,it takes a good trap to capture a bear,takes,good,trap,capture,bear,,0,0,9,human,67,-6dB,NA,Female,29,United Kingdom,2025-02-03T15:28:52.619000Z,1465,153,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task20
3281,324,671de38b70419e476bff2e09,task-sjhp,4702,voice_01_clone_067_-6dB.mp3,it takes a good trap to capture a bear,takes,good,trap,capture,bear,ink,0,0,12,human,67,-6dB,NA,Female,30,United Kingdom,2025-02-03T15:24:27.123000Z,1282,171,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Task07
3282,404,673a3db560114414cc28e7df,task-l9ym,9193.7,voice_08_clone_067_-6dB.mp3,it takes a good trap to capture a bear,takes,good,trap,capture,bear,safe sound ,0,0,10,clone,67,-6dB,NA,Female,19,United Kingdom,2025-02-03T16:14:44.463000Z,2056,114,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task02
3283,73,674547704d6adcc40d2874a5,task-mc6j,9611,voice_10_clone_067_-6dB.mp3,it takes a good trap to capture a bear,takes,good,trap,capture,bear,"
It takes the group chat to check the head.",0,0,8,human,67,-6dB,NA,Female,19,United Kingdom,2025-02-03T18:28:25.096000Z,1542,77,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task10
3306,461,67660267ee75be78076712d5,task-6xu5,12649.6,voice_11_clone_068_-3dB.mp3,he crawled with care along the ledge,crawled,with,care¬ß,along,ledge,cold air,0,0,12,human,68,-3dB,NA,Female,34,United Kingdom,2025-02-03T16:26:18.857000Z,2763,30,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task30
3307,52,5b3016a9a8327d0001ffef94,task-obom,3818.5,voice_04_clone_068_-6dB.mp3,he crawled with care along the ledge,crawled,with,care¬ß,along,ledge,the the carer,0,0,10,human,68,-3dB,NA,Female,30,United Kingdom,2025-01-28T14:31:01.257000Z,1380,66,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Task06
3308,129,5ff61f4fe313fd16fbeb5af6,task-rhl1,1986.9,voice_12_human_068_-6dB.mp3,he crawled with care along the ledge,crawled,with,care¬ß,along,ledge,car,0,0,9,human,68,-3dB,NA,Male,27,United Kingdom,2025-01-28T14:13:27.607000Z,1251,135,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task19
3309,54,63e51e9a9457c003c4d44c9e,task-2t53,6102.1,voice_07_clone_068_-6dB.mp3,he crawled with care along the ledge,crawled,with,care¬ß,along,ledge,cold and caring for rest,0,0,8,human,68,-3dB,NA,Female,35,United Kingdom,2025-01-23T15:20:31.602000Z,1453,158,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Task04
3310,56,6575c7da000442e5a54f5e24,task-ulhi,3567.7,voice_06_clone_068_-6dB.mp3,he crawled with care along the ledge,crawled,with,care¬ß,along,ledge,it could repair along the edge,0,0,7,human,68,-3dB,NA,Male,28,United Kingdom,2025-01-27T12:51:25.040000Z,1202,195,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task05
3311,155,6658b2c0589d777bab78ad38,task-r77z,615.7,voice_10_human_068_-6dB.mp3,he crawled with care along the ledge,crawled,with,care¬ß,along,ledge,call carol on the notion,0,0,12,clone,68,-3dB,NA,Male,23,United Kingdom,2025-01-23T15:17:26.232000Z,1443,138,"London, England ",Task11
3312,229,6658b4ff0f6362e1f068dd84,task-4oa6,6302.4,voice_03_human_068_-6dB.mp3,he crawled with care along the ledge,crawled,with,care¬ß,along,ledge,could inch,0,0,9,clone,68,-3dB,NA,Female,32,United Kingdom,2025-01-23T17:08:30.775000Z,1380,190,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task17
3313,225,66e2bb6110820bec659a6d23,task-dfmo,3315.3,voice_01_human_068_-6dB.mp3,he crawled with care along the ledge,crawled,with,care¬ß,along,ledge,small but fair with longer legs,0,0,4,human,68,-3dB,NA,Female,29,United Kingdom,2025-01-28T14:38:38.331000Z,1268,65,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task18
3317,478,673646950eb7c31614a424bf,task-ea16,6500.6,voice_12_clone_068_-6dB.mp3,he crawled with care along the ledge,crawled,with,care¬ß,along,ledge,,0,0,10,human,68,-6dB,NA,Female,26,United Kingdom,2025-01-28T14:33:04.554000Z,1390,180,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task09
3318,559,6753141d924a3b764f3af127,task-diot,1627.2,voice_08_clone_068_-6dB.mp3,he crawled with care along the ledge,crawled,with,care¬ß,along,ledge,You're going to be a part of the village,0,0,3,human,68,-6dB,NA,Male,33,United Kingdom,2025-01-28T14:46:59.597000Z,3142,162,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Task03
3319,632,67533900abe33875786164cc,task-ny3a,16570.6,voice_09_human_068_-6dB.mp3,he crawled with care along the ledge,crawled,with,care§,along,ledge,the,0,0,3,human,68,-6dB,NA,Female,33,United Kingdom,2025-01-28T15:29:16.740000Z,2856,85,Scotland,Task12
3320,729,6754aef250b2cb04d504adb1,task-6ung,8397,voice_01_clone_068_-6dB.mp3,he crawled with care along the ledge,crawled,with,care¬ß,along,ledge,we were given the air above the,0,0,11,clone,68,-6dB,NA,Female,24,United Kingdom,2025-01-28T14:21:10.082000Z,1451,63,Scotland,Task08
3321,239,6762b46f8efa75acc7746500,task-jjv3,4002.7,voice_04_human_068_-6dB.mp3,he crawled with care along the ledge,crawled,with,care§,along,ledge,bills,0,0,3,clone,68,-6dB,NA,Male,22,United Kingdom,2025-01-27T10:36:07.143000Z,1179,118,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task16
3322,792,67633e21c1dbfc7844faf425,task-2a7e,5376.3,voice_08_human_068_-6dB.mp3,he crawled with care along the ledge,crawled,with,care§,along,ledge,cool fashion,0,0,12,clone,68,-6dB,NA,Male,32,United Kingdom,2025-01-28T14:13:43.216000Z,1257,136,Scotland,Task13
3325,386,678d803c7a10b7d9085925ca,task-njj9,6791.3,voice_10_clone_068_-6dB.mp3,he crawled with care along the ledge,crawled,with,care§,along,ledge,fairy,0,0,8,human,68,-6dB,NA,Male,26,United Kingdom,2025-01-27T10:10:46.914000Z,2333,17,Scotland,Task01
3326,408,6790fdd894f8d92d7835134c,task-ajvt,4565.5,voice_06_human_068_-6dB.mp3,he crawled with care along the ledge,crawled,with,care¬ß,along,ledge,hair on the back,0,0,11,human,68,-6dB,NA,Female,33,United Kingdom,2025-01-23T15:57:24.030000Z,1296,7,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task15
3328,135,60870e7b286405a9ad9ec7e7,task-i46j,5262.2,voice_07_human_068_-6dB.mp3,he crawled with care along the ledge,crawled,with,care¬ß,along,ledge,the building there,0,0,10,clone,68,-6dB,NA,Female,27,United Kingdom,2025-02-03T16:09:16.747000Z,1652,39,"London, England ",Task14
3329,217,66982d11d7d50b532313478d,task-16xx,7360.7,voice_11_human_068_-6dB.mp3,he crawled with care along the ledge,crawled,with,care¬ß,along,ledge,could now the blind spirit,0,0,9,clone,68,-6dB,NA,Female,29,United Kingdom,2025-02-03T15:28:52.619000Z,1465,153,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task20
3330,322,671de38b70419e476bff2e09,task-sjhp,553.3,voice_03_clone_068_-6dB.mp3,he crawled with care along the ledge,crawled,with,care¬ß,along,ledge,call to play,0,0,7,human,68,-6dB,NA,Female,30,United Kingdom,2025-02-03T15:24:27.123000Z,1282,171,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Task07
3331,382,673a3db560114414cc28e7df,task-l9ym,3858.8,voice_09_clone_068_-6dB.mp3,he crawled with care along the ledge,crawled,with,care¬ß,along,ledge,,0,0,3,clone,68,-6dB,NA,Female,19,United Kingdom,2025-02-03T16:14:44.463000Z,2056,114,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task02
3332,79,674547704d6adcc40d2874a5,task-mc6j,8741,voice_11_clone_068_-6dB.mp3,he crawled with care along the ledge,crawled,with,care¬ß,along,ledge,range,0,0,9,clone,68,-6dB,NA,Female,19,United Kingdom,2025-02-03T18:28:25.096000Z,1542,77,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task10
3359,68,6575c7da000442e5a54f5e24,task-ulhi,3071.1,voice_07_clone_069_-6dB.mp3,the fur of cats goes by many names,fur,cats,goes,many,names,the slow pacts means nothing more,0,0,12,human,69,-3dB,NA,Male,28,United Kingdom,2025-01-27T12:51:25.040000Z,1202,195,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task05
3360,166,6658b2c0589d777bab78ad38,task-r77z,2377.8,voice_11_human_069_-6dB.mp3,the fur of cats goes by many names,fur,cats,goes,many,names,,0,0,10,human,69,-3dB,NA,Male,23,United Kingdom,2025-01-23T15:17:26.232000Z,1443,138,"London, England ",Task11
3361,230,6658b4ff0f6362e1f068dd84,task-4oa6,14198,voice_04_human_069_-6dB.mp3,the fur of cats goes by many names,fur,cats,goes,many,names,the fir,0,0,9,clone,69,-3dB,NA,Female,32,United Kingdom,2025-01-23T17:08:30.775000Z,1380,190,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task17
3362,224,66e2bb6110820bec659a6d23,task-dfmo,3503.5,voice_03_human_069_-6dB.mp3,the fur of cats goes by many names,fur,cats,goes,many,names,,0,0,8,clone,69,-3dB,NA,Female,29,United Kingdom,2025-01-28T14:38:38.331000Z,1268,65,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task18
3366,477,673646950eb7c31614a424bf,task-ea16,6018.4,voice_01_clone_069_-6dB.mp3,the fur of cats goes by many names,fur,cats,goes,many,names,further ,0,0,7,clone,69,-6dB,NA,Female,26,United Kingdom,2025-01-28T14:33:04.554000Z,1390,180,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task09
3367,560,6753141d924a3b764f3af127,task-diot,463.2,voice_09_clone_069_-6dB.mp3,the fur of cats goes by many names,fur,cats,goes,many,names,ctas ,0,0,11,human,69,-6dB,NA,Male,33,United Kingdom,2025-01-28T14:46:59.597000Z,3142,162,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Task03
3368,662,67533900abe33875786164cc,task-ny3a,18693.6,voice_10_human_069_-6dB.mp3,the fur of cats goes by many names,fur,cats,goes,many,names,"Erm, pass it doesn't agree with me",0,0,4,human,69,-6dB,NA,Female,33,United Kingdom,2025-01-28T15:29:16.740000Z,2856,85,Scotland,Task12
3369,715,6754aef250b2cb04d504adb1,task-6ung,10443.5,voice_03_clone_069_-6dB.mp3,the fur of cats goes by many names,fur,cats,goes,many,names,the girl is,0,0,3,human,69,-6dB,NA,Female,24,United Kingdom,2025-01-28T14:21:10.082000Z,1451,63,Scotland,Task08
3370,225,6762b46f8efa75acc7746500,task-jjv3,2314.4,voice_06_human_069_-6dB.mp3,the fur of cats goes by many names,fur,cats,goes,many,names,bird attacks,0,0,4,human,69,-6dB,NA,Male,22,United Kingdom,2025-01-27T10:36:07.143000Z,1179,118,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task16
3371,820,67633e21c1dbfc7844faf425,task-2a7e,1232,voice_09_human_069_-6dB.mp3,the fur of cats goes by many names,fur,cats,goes,many,names,far away close to london,0,0,12,clone,69,-6dB,NA,Male,32,United Kingdom,2025-01-28T14:13:43.216000Z,1257,136,Scotland,Task13
3374,391,678d803c7a10b7d9085925ca,task-njj9,8283.1,voice_11_clone_069_-6dB.mp3,the fur of cats goes by many names,fur,cats,goes,many,names,leaves,0,0,6,human,69,-6dB,NA,Male,26,United Kingdom,2025-01-27T10:10:46.914000Z,2333,17,Scotland,Task01
3375,391,6790fdd894f8d92d7835134c,task-ajvt,9139.3,voice_07_human_069_-6dB.mp3,the fur of cats goes by many names,fur,cats,goes,many,names,,0,0,9,human,69,-6dB,NA,Female,33,United Kingdom,2025-01-23T15:57:24.030000Z,1296,7,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task15
3377,137,60870e7b286405a9ad9ec7e7,task-i46j,11068.1,voice_08_human_069_-6dB.mp3,the fur of cats goes by many names,fur,cats,goes,many,names,the flow,0,0,11,clone,69,-6dB,NA,Female,27,United Kingdom,2025-02-03T16:09:16.747000Z,1652,39,"London, England ",Task14
3378,241,66982d11d7d50b532313478d,task-16xx,11014.6,voice_12_human_069_-6dB.mp3,the fur of cats goes by many names,fur,cats,goes,many,names,the curved hats are on my mind,0,0,12,human,69,-6dB,NA,Female,29,United Kingdom,2025-02-03T15:28:52.619000Z,1465,153,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task20
3379,321,671de38b70419e476bff2e09,task-sjhp,2906.9,voice_04_clone_069_-6dB.mp3,the fur of cats goes by many names,fur,cats,goes,many,names,bird acts ,0,0,4,clone,69,-6dB,NA,Female,30,United Kingdom,2025-02-03T15:24:27.123000Z,1282,171,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Task07
3381,60,674547704d6adcc40d2874a5,task-mc6j,2663,voice_12_clone_069_-6dB.mp3,the fur of cats goes by many names,fur,cats,goes,many,names,new ,0,0,12,clone,69,-6dB,NA,Female,19,United Kingdom,2025-02-03T18:28:25.096000Z,1542,77,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task10
3416,581,6753141d924a3b764f3af127,task-diot,4591.3,voice_10_clone_070_-6dB.mp3,a sash of gold silk will trim her dress,sash,gold,silk,trim,dress,,0,0,7,human,70,-3dB,NA,Male,33,United Kingdom,2025-01-28T14:46:59.597000Z,3142,162,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Task03
3417,652,67533900abe33875786164cc,task-ny3a,5167.4,voice_11_human_070_-6dB.mp3,a sash of gold silk will trim her dress,sash,gold,silk,trim,dress,,0,0,9,clone,70,-3dB,NA,Female,33,United Kingdom,2025-01-28T15:29:16.740000Z,2856,85,Scotland,Task12
3418,711,6754aef250b2cb04d504adb1,task-6ung,12110.2,voice_04_clone_070_-6dB.mp3,a sash of gold silk will trim her dress,sash,gold,silk,trim,dress,sanction needs to ,0,0,1,clone,70,-3dB,NA,Female,24,United Kingdom,2025-01-28T14:21:10.082000Z,1451,63,Scotland,Task08
3419,231,6762b46f8efa75acc7746500,task-jjv3,3353.4,voice_07_human_070_-6dB.mp3,a sash of gold silk will trim her dress,sash,gold,silk,trim,dress,,0,0,3,human,70,-6dB,NA,Male,22,United Kingdom,2025-01-27T10:36:07.143000Z,1179,118,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task16
3420,794,67633e21c1dbfc7844faf425,task-2a7e,4905.4,voice_10_human_070_-6dB.mp3,a sash of gold silk will trim her dress,sash,gold,silk,trim,dress,Sasha got himself two injuries,0,0,9,clone,70,-6dB,NA,Male,32,United Kingdom,2025-01-28T14:13:43.216000Z,1257,136,Scotland,Task13
3423,400,678d803c7a10b7d9085925ca,task-njj9,9143.8,voice_12_clone_070_-6dB.mp3,a sash of gold silk will trim her dress,sash,gold,silk,trim,dress,sasha was to ,0,0,1,clone,70,-6dB,NA,Male,26,United Kingdom,2025-01-27T10:10:46.914000Z,2333,17,Scotland,Task01
3424,399,6790fdd894f8d92d7835134c,task-ajvt,5460.5,voice_08_human_070_-6dB.mp3,a sash of gold silk will trim her dress,sash,gold,silk,trim,dress,just,0,0,6,clone,70,-6dB,NA,Female,33,United Kingdom,2025-01-23T15:57:24.030000Z,1296,7,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task15
3426,157,60870e7b286405a9ad9ec7e7,task-i46j,10246.6,voice_09_human_070_-6dB.mp3,a sash of gold silk will trim her dress,sash,gold,silk,trim,dress,the sanction,0,0,1,human,70,-6dB,NA,Female,27,United Kingdom,2025-02-03T16:09:16.747000Z,1652,39,"London, England ",Task14
3427,233,66982d11d7d50b532313478d,task-16xx,7676.3,voice_01_human_070_-6dB.mp3,a sash of gold silk will trim her dress,sash,gold,silk,trim,dress,some plant are here,0,0,9,human,70,-6dB,NA,Female,29,United Kingdom,2025-02-03T15:28:52.619000Z,1465,153,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task20
3428,319,671de38b70419e476bff2e09,task-sjhp,2945.2,voice_06_clone_070_-6dB.mp3,a sash of gold silk will trim her dress,sash,gold,silk,trim,dress,sahsa went through and didnt realise,0,0,9,human,70,-6dB,NA,Female,30,United Kingdom,2025-02-03T15:24:27.123000Z,1282,171,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Task07
3429,381,673a3db560114414cc28e7df,task-l9ym,6526.2,voice_11_clone_070_-6dB.mp3,a sash of gold silk will trim her dress,sash,gold,silk,trim,dress,jess,0,0,6,clone,70,-6dB,NA,Female,19,United Kingdom,2025-02-03T16:14:44.463000Z,2056,114,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task02
3476,240,66982d11d7d50b532313478d,task-16xx,6504.3,voice_03_human_071_-6dB.mp3,fake stones shine but cost little,fake,stones,shine,cost,little,,0,0,8,human,71,-3dB,NA,Female,29,United Kingdom,2025-02-03T15:28:52.619000Z,1465,153,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task20
3477,320,671de38b70419e476bff2e09,task-sjhp,6893.4,voice_07_clone_071_-6dB.mp3,fake stones shine but cost little,fake,stones,shine,cost,little,stand,0,0,9,human,71,-3dB,NA,Female,30,United Kingdom,2025-02-03T15:24:27.123000Z,1282,171,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Task07
3478,393,673a3db560114414cc28e7df,task-l9ym,5196.6,voice_12_clone_071_-6dB.mp3,fake stones shine but cost little,fake,stones,shine,cost,little,,0,0,1,human,71,-6dB,NA,Female,19,United Kingdom,2025-02-03T16:14:44.463000Z,2056,114,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task02
3479,63,674547704d6adcc40d2874a5,task-mc6j,4692,voice_03_clone_071_-6dB.mp3,fake stones shine but cost little,fake,stones,shine,cost,little,the steamers child,0,0,3,human,71,-6dB,NA,Female,19,United Kingdom,2025-02-03T18:28:25.096000Z,1542,77,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task10
3499,55,67865aa1cf8ca2f3ecd2f6f1,task-2ocn,1098.6,voice_11_clone_072_-3dB.mp3,a lathe cuts and trims any wood,lathe,cuts,trims,any,wood,a lane lots of trains go forward,0,0,4,human,72,-3dB,NA,Male,28,United Kingdom,2025-01-31T12:33:56.837000Z,2964,50,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task24
3500,55,678a98fcd4e1562e43020dcb,task-r7i4,12321.7,voice_01_clone_072_-3dB.mp3,a lathe cuts and trims any wood,lathe,cuts,trims,any,wood,a lay under,0,0,12,human,72,-3dB,NA,Male,31,United Kingdom,2025-01-31T12:16:52.041000Z,1606,31,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Task22
3501,53,5f6de39e91b3c4283af75851,task-k8cy,5314.8,voice_09_human_072_-3dB.mp3,a lathe cuts and trims any wood,lathe,cuts,trims,any,wood,,0,0,9,human,72,-3dB,NA,Female,22,United Kingdom,2025-02-03T16:44:13.315000Z,1357,54,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Task36
3502,493,67660267ee75be78076712d5,task-6xu5,6640.6,voice_04_clone_072_-3dB.mp3,a lathe cuts and trims any wood,lathe,cuts,trims,any,wood,idk,0,0,10,human,72,-3dB,NA,Female,34,United Kingdom,2025-02-03T16:26:18.857000Z,2763,30,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task30
3503,68,5b3016a9a8327d0001ffef94,task-obom,3126.3,voice_09_clone_072_-6dB.mp3,a lathe cuts and trims any wood,lathe,cuts,trims,any,wood,and those coats and trains,0,0,9,human,72,-3dB,NA,Female,30,United Kingdom,2025-01-28T14:31:01.257000Z,1380,66,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Task06
3504,138,5ff61f4fe313fd16fbeb5af6,task-rhl1,1898.1,voice_06_human_072_-6dB.mp3,a lathe cuts and trims any wood,lathe,cuts,trims,any,wood,all the chains,0,0,4,clone,72,-3dB,NA,Male,27,United Kingdom,2025-01-28T14:13:27.607000Z,1251,135,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task19
3505,53,63e51e9a9457c003c4d44c9e,task-2t53,6684.2,voice_11_clone_072_-6dB.mp3,a lathe cuts and trims any wood,lathe,cuts,trims,any,wood,lone,0,0,9,clone,72,-6dB,NA,Female,35,United Kingdom,2025-01-23T15:20:31.602000Z,1453,158,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Task04
3506,62,6575c7da000442e5a54f5e24,task-ulhi,6061,voice_10_clone_072_-6dB.mp3,a lathe cuts and trims any wood,lathe,cuts,trims,any,wood,no idea,0,0,6,human,72,-6dB,NA,Male,28,United Kingdom,2025-01-27T12:51:25.040000Z,1202,195,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task05
3507,156,6658b2c0589d777bab78ad38,task-r77z,6929.2,voice_03_human_072_-6dB.mp3,a lathe cuts and trims any wood,lathe,cuts,trims,any,wood,the loan asked crimson bulls,0,0,11,clone,72,-6dB,NA,Male,23,United Kingdom,2025-01-23T15:17:26.232000Z,1443,138,"London, England ",Task11
3508,219,6658b4ff0f6362e1f068dd84,task-4oa6,10144.4,voice_08_human_072_-6dB.mp3,a lathe cuts and trims any wood,lathe,cuts,trims,any,wood,the late trust ,0,0,10,clone,72,-6dB,NA,Female,32,United Kingdom,2025-01-23T17:08:30.775000Z,1380,190,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task17
3509,244,66e2bb6110820bec659a6d23,task-dfmo,4826.4,voice_07_human_072_-6dB.mp3,a lathe cuts and trims any wood,lathe,cuts,trims,any,wood,The lady hasn't chosen anyone,0,0,8,human,72,-6dB,NA,Female,29,United Kingdom,2025-01-28T14:38:38.331000Z,1268,65,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task18
3513,494,673646950eb7c31614a424bf,task-ea16,6822.6,voice_06_clone_072_-6dB.mp3,a lathe cuts and trims any wood,lathe,cuts,trims,any,wood,drink,0,0,8,clone,72,-6dB,NA,Female,26,United Kingdom,2025-01-28T14:33:04.554000Z,1390,180,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task09
3514,557,6753141d924a3b764f3af127,task-diot,1548.1,voice_12_clone_072_-6dB.mp3,a lathe cuts and trims any wood,lathe,cuts,trims,any,wood,,0,0,12,clone,72,-6dB,NA,Male,33,United Kingdom,2025-01-28T14:46:59.597000Z,3142,162,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Task03
3515,634,67533900abe33875786164cc,task-ny3a,18622.8,voice_01_human_072_-6dB.mp3,a lathe cuts and trims any wood,lathe,cuts,trims,any,wood,May I concentrate on the word,0,0,1,human,72,-6dB,NA,Female,33,United Kingdom,2025-01-28T15:29:16.740000Z,2856,85,Scotland,Task12
3516,732,6754aef250b2cb04d504adb1,task-6ung,7356.3,voice_07_clone_072_-6dB.mp3,a lathe cuts and trims any wood,lathe,cuts,trims,any,wood,plain cups turn envy,0,0,7,clone,72,-6dB,NA,Female,24,United Kingdom,2025-01-28T14:21:10.082000Z,1451,63,Scotland,Task08
3517,247,6762b46f8efa75acc7746500,task-jjv3,429.5,voice_09_human_072_-6dB.mp3,a lathe cuts and trims any wood,lathe,cuts,trims,any,wood,,0,0,9,human,72,-6dB,NA,Male,22,United Kingdom,2025-01-27T10:36:07.143000Z,1179,118,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task16
3518,830,67633e21c1dbfc7844faf425,task-2a7e,2430.3,voice_12_human_072_-6dB.mp3,a lathe cuts and trims any wood,lathe,cuts,trims,any,wood,late,0,0,12,human,72,-6dB,NA,Male,32,United Kingdom,2025-01-28T14:13:43.216000Z,1257,136,Scotland,Task13
3521,413,678d803c7a10b7d9085925ca,task-njj9,4377.3,voice_03_clone_072_-6dB.mp3,a lathe cuts and trims any wood,lathe,cuts,trims,any,wood,laid ,0,0,3,clone,72,-6dB,NA,Male,26,United Kingdom,2025-01-27T10:10:46.914000Z,2333,17,Scotland,Task01
3522,386,6790fdd894f8d92d7835134c,task-ajvt,4804.3,voice_10_human_072_-6dB.mp3,a lathe cuts and trims any wood,lathe,cuts,trims,any,wood,...books...,0,0,10,human,72,-6dB,NA,Female,33,United Kingdom,2025-01-23T15:57:24.030000Z,1296,7,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task15
3524,138,60870e7b286405a9ad9ec7e7,task-i46j,8223.2,voice_11_human_072_-6dB.mp3,a lathe cuts and trims any wood,lathe,cuts,trims,any,wood,I lay cups and toys,0,0,11,human,72,-6dB,NA,Female,27,United Kingdom,2025-02-03T16:09:16.747000Z,1652,39,"London, England ",Task14
3525,245,66982d11d7d50b532313478d,task-16xx,7309.4,voice_04_human_072_-6dB.mp3,a lathe cuts and trims any wood,lathe,cuts,trims,any,wood,my pots and pans are gone,0,0,4,human,72,-6dB,NA,Female,29,United Kingdom,2025-02-03T15:28:52.619000Z,1465,153,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task20
