Nr,Event,Participant,TaskID,Reaction.Time,Audio,ANSWER,Word1,Word2,Word3,Word4,Word5,Response,WordsCorrect,Accuracy,Voice,Type,SentenceID,Noise,SubjectNr,Sex,Age,BirthCountry,Date,TimeTaken,Approvals,Location,IntelligibilityTask
3337,381,667d95b8b25237ac4e75dfc7,task-lcuh,7581.4,voice_03_human_069_-3dB.mp3,the fur of cats goes by many names,fur,cats,goes,many,names,of cats goes by many names,4,0.8,11,human,69,-3dB,NA,Male,30,United Kingdom,2025-02-01T12:57:40.481000Z,1571,79,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task38
3338,498,6728b1f4fe2f3ae23c9c086e,task-a44t,1135.7,voice_10_human_069_-3dB.mp3,the fur of cats goes by many names,fur,cats,goes,many,names,rural cats go by many names,4,0.8,6,human,69,-3dB,NA,Male,19,United Kingdom,2025-02-01T12:36:11.474000Z,1578,119,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task32
3339,558,66d78e09da443c5b0f3fda98,task-zpav,10703.2,voice_09_human_069_-3dB.mp3,the fur of cats goes by many names,fur,cats,goes,many,names,though the cat goes by many names,4,0.8,7,clone,69,-3dB,NA,Male,26,United Kingdom,2025-02-01T13:38:08.573000Z,1696,112,"London, England ",Task33
3341,715,668aa1000b1af4158ed5f71b,task-s2xz,5540,voice_08_human_069_-3dB.mp3,the fur of cats goes by many names,fur,cats,goes,many,names,boe's cat goes by many names,4,0.8,11,clone,69,-3dB,NA,Male,20,United Kingdom,2025-02-01T12:28:50.509000Z,1163,108,Wales,Task34
3386,415,667d95b8b25237ac4e75dfc7,task-lcuh,7762.9,voice_04_human_070_-3dB.mp3,a sash of gold silk will trim her dress,sash,gold,silk,trim,dress,a sash of gold silk between her dress,4,0.8,4,human,70,-3dB,NA,Male,30,United Kingdom,2025-02-01T12:57:40.481000Z,1571,79,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task38
3387,493,6728b1f4fe2f3ae23c9c086e,task-a44t,17118.4,voice_11_human_070_-3dB.mp3,a sash of gold silk will trim her dress,sash,gold,silk,trim,dress,a sash of cold silk would crimp her dress,4,0.8,11,human,70,-3dB,NA,Male,19,United Kingdom,2025-02-01T12:36:11.474000Z,1578,119,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task32
3388,552,66d78e09da443c5b0f3fda98,task-zpav,11783,voice_10_human_070_-3dB.mp3,a sash of gold silk will trim her dress,sash,gold,silk,trim,dress,sash of gold and trim the dress,4,0.8,11,clone,70,-3dB,NA,Male,26,United Kingdom,2025-02-01T13:38:08.573000Z,1696,112,"London, England ",Task33
3431,47,6786d7a40dccb69b974eaaf8,task-tk4x,7229.2,voice_04_human_071_-3dB.mp3,fake stones shine but cost little,fake,stones,shine,cost,little,worn stones shine but cost little,4,0.8,6,human,71,-3dB,NA,Male,19,United Kingdom,2025-02-01T13:20:04.774000Z,2683,41,"London, England ",Task39
3530,131,67628c956106c1752ccacb35,task-4yg1,11639.1,voice_06_human_073_-3dB.mp3,no cement will hold hard wood,no,cement,hold,hard,wood,no cement will hold cardboard,4,0.8,8,human,73,-3dB,NA,Male,34,United Kingdom,2025-02-01T12:45:39.810000Z,1928,82,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",Task40
3531,248,675cca3a27cd0a6fc7c16a9a,task-6oo8,10974.1,voice_04_human_073_-3dB.mp3,no cement will hold hard wood,no,cement,hold,hard,wood,No cement will hold,4,0.8,6,clone,73,-3dB,NA,Male,34,United Kingdom,2025-02-01T12:32:11.381000Z,1488,121,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Task31
3580,211,675cca3a27cd0a6fc7c16a9a,task-6oo8,5747.3,voice_06_human_074_-3dB.mp3,we now have a new base for shipping,now,have,new,base,shipping,we now have a new base,4,0.8,4,human,74,-3dB,NA,Male,34,United Kingdom,2025-02-01T12:32:11.381000Z,1488,121,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Task31
3581,294,66a773d4190ba4a8ec71d766,task-x2qy,5730.2,voice_10_human_074_-3dB.mp3,we now have a new base for shipping,now,have,new,base,shipping,we now have a new for shipment,4,0.8,12,clone,74,-3dB,NA,Male,33,United Kingdom,2025-02-01T12:43:12.906000Z,1218,169,"London, England ",Task37
3582,382,667d95b8b25237ac4e75dfc7,task-lcuh,4620.8,voice_09_human_074_-3dB.mp3,we now have a new base for shipping,now,have,new,base,shipping,we now have a new base for shopping,4,0.8,3,clone,74,-3dB,NA,Male,30,United Kingdom,2025-02-01T12:57:40.481000Z,1571,79,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task38
3583,461,6728b1f4fe2f3ae23c9c086e,task-a44t,7330.6,voice_04_human_074_-3dB.mp3,we now have a new base for shipping,now,have,new,base,shipping,we now have a new place for shipping,4,0.8,1,clone,74,-3dB,NA,Male,19,United Kingdom,2025-02-01T12:36:11.474000Z,1578,119,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task32
3590,56,6717d1d0d323342f71f132bd,task-vdfc,6369.1,voice_10_clone_074_-3dB.mp3,we now have a new base for shipping,now,have,new,base,shipping,We now have a new base as it should be,4,0.8,7,clone,74,-3dB,NA,Female,26,United Kingdom,2025-01-31T12:15:59.112000Z,1470,18,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Task27
3592,78,672b19cc67687cb549eb412c,task-q6h3,16511.7,voice_06_clone_074_-3dB.mp3,we now have a new base for shipping,now,have,new,base,shipping,we now have new ways to ship,4,0.8,4,clone,74,-3dB,NA,Male,35,United Kingdom,2025-01-31T11:15:25.742000Z,1509,100,Scotland,Task21
3584,548,66d78e09da443c5b0f3fda98,task-zpav,8956.6,voice_03_human_074_-3dB.mp3,we now have a new base for shipping,now,have,new,base,shipping,we now have a new place for shipping,4,0.8,4,clone,74,-6dB,NA,Male,26,United Kingdom,2025-02-01T13:38:08.573000Z,1696,112,"London, England ",Task33
3594,68,67701cb8e95b8934348de694,task-imj1,4128.9,voice_12_clone_074_-3dB.mp3,we now have a new base for shipping,now,have,new,base,shipping,we now have a new base,4,0.8,8,clone,74,-6dB,NA,Male,34,United Kingdom,2025-01-31T12:14:05.291000Z,1630,74,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task25
3627,66,6786d7a40dccb69b974eaaf8,task-tk4x,5901.3,voice_09_human_075_-3dB.mp3,seed is needed to plant the spring corn,seed,needed,plant,spring,corn,a seed is needed to plant a spring flower,4,0.8,8,human,75,-3dB,NA,Male,19,United Kingdom,2025-02-01T13:20:04.774000Z,2683,41,"London, England ",Task39
3628,146,67628c956106c1752ccacb35,task-4yg1,10229.1,voice_08_human_075_-3dB.mp3,seed is needed to plant the spring corn,seed,needed,plant,spring,corn,seed was needed to plant the spring,4,0.8,7,human,75,-3dB,NA,Male,34,United Kingdom,2025-02-01T12:45:39.810000Z,1928,82,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",Task40
3629,237,675cca3a27cd0a6fc7c16a9a,task-6oo8,9616,voice_07_human_075_-3dB.mp3,seed is needed to plant the spring corn,seed,needed,plant,spring,corn,seed is needed to grant us the spring warmth,4,0.8,3,human,75,-3dB,NA,Male,34,United Kingdom,2025-02-01T12:32:11.381000Z,1488,121,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Task31
3630,310,66a773d4190ba4a8ec71d766,task-x2qy,6160.1,voice_11_human_075_-3dB.mp3,seed is needed to plant the spring corn,seed,needed,plant,spring,corn,a seed is needed to plant a spring wall ,4,0.8,1,clone,75,-3dB,NA,Male,33,United Kingdom,2025-02-01T12:43:12.906000Z,1218,169,"London, England ",Task37
3631,388,667d95b8b25237ac4e75dfc7,task-lcuh,4791.2,voice_10_human_075_-3dB.mp3,seed is needed to plant the spring corn,seed,needed,plant,spring,corn,seed is used to plant the sweetcorn,4,0.8,10,clone,75,-3dB,NA,Male,30,United Kingdom,2025-02-01T12:57:40.481000Z,1571,79,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task38
3632,463,6728b1f4fe2f3ae23c9c086e,task-a44t,2685,voice_06_human_075_-3dB.mp3,seed is needed to plant the spring corn,seed,needed,plant,spring,corn,the seed was needed to bud the spring corn,4,0.8,11,clone,75,-3dB,NA,Male,19,United Kingdom,2025-02-01T12:36:11.474000Z,1578,119,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task32
3633,570,66d78e09da443c5b0f3fda98,task-zpav,19524.6,voice_04_human_075_-3dB.mp3,seed is needed to plant the spring corn,seed,needed,plant,spring,corn,seed is needed to plant the spring haul,4,0.8,7,clone,75,-3dB,NA,Male,26,United Kingdom,2025-02-01T13:38:08.573000Z,1696,112,"London, England ",Task33
3635,724,668aa1000b1af4158ed5f71b,task-s2xz,7549,voice_03_human_075_-3dB.mp3,seed is needed to plant the spring corn,seed,needed,plant,spring,corn,seed is needed to plant the spring ,4,0.8,4,clone,75,-3dB,NA,Male,20,United Kingdom,2025-02-01T12:28:50.509000Z,1163,108,Wales,Task34
3636,823,6772052b4d23a9043a01c294,task-plll,8265,voice_01_human_075_-3dB.mp3,seed is needed to plant the spring corn,seed,needed,plant,spring,corn,seed is needed to plant the spring fall,4,0.8,7,clone,75,-3dB,NA,Male,20,United Kingdom,2025-02-01T12:32:12.781000Z,1187,32,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Task35
3637,83,5c1a371c03554a000119aaf7,task-v562,6428.5,voice_01_clone_075_-3dB.mp3,seed is needed to plant the spring corn,seed,needed,plant,spring,corn,a seed is needed to plant a spring green,4,0.8,1,human,75,-6dB,NA,Female,28,United Kingdom,2025-01-31T12:18:42.602000Z,1943,109,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task26
3638,58,65081e92ed65d2d467efc9c2,task-zh25,16245.8,voice_10_clone_075_-3dB.mp3,seed is needed to plant the spring corn,seed,needed,plant,spring,corn,seed is neede to plant the spring,4,0.8,8,clone,75,-6dB,NA,Male,25,United Kingdom,2025-01-31T14:56:08.341000Z,2111,29,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task28
3685,803,6772052b4d23a9043a01c294,task-plll,2855,voice_03_human_076_-3dB.mp3,breakfast buns are fine with a hot drink,breakfast,buns,fine,hot,drink,breakfast bars are fine depending on what drink,4,0.8,11,clone,76,-3dB,NA,Male,20,United Kingdom,2025-02-01T12:32:12.781000Z,1187,32,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Task35
3686,53,5c1a371c03554a000119aaf7,task-v562,6994.3,voice_03_clone_076_-3dB.mp3,breakfast buns are fine with a hot drink,breakfast,buns,fine,hot,drink,breakfast buns are a fine thing to drink,4,0.8,10,clone,76,-3dB,NA,Female,28,United Kingdom,2025-01-31T12:18:42.602000Z,1943,109,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task26
3687,64,65081e92ed65d2d467efc9c2,task-zh25,19582.4,voice_11_clone_076_-3dB.mp3,breakfast buns are fine with a hot drink,breakfast,buns,fine,hot,drink,breakfast buns require a hot drink,4,0.8,7,clone,76,-3dB,NA,Male,25,United Kingdom,2025-01-31T14:56:08.341000Z,2111,29,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task28
3726,148,67628c956106c1752ccacb35,task-4yg1,11262.5,voice_10_human_077_-3dB.mp3,throw out the used paper cup and plate,throw,used,paper,cup,plate,throw out the used paper cup,4,0.8,11,human,77,-3dB,NA,Male,34,United Kingdom,2025-02-01T12:45:39.810000Z,1928,82,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",Task40
3727,232,675cca3a27cd0a6fc7c16a9a,task-6oo8,8668.8,voice_09_human_077_-3dB.mp3,throw out the used paper cup and plate,throw,used,paper,cup,plate,throw out the used paper cups,4,0.8,1,human,77,-3dB,NA,Male,34,United Kingdom,2025-02-01T12:32:11.381000Z,1488,121,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Task31
3782,738,668aa1000b1af4158ed5f71b,task-s2xz,5656,voice_07_human_078_-3dB.mp3,to have is better than to wait and hope,have,better,than,wait,hope,to have is better than to wait,4,0.8,10,human,78,-3dB,NA,Male,20,United Kingdom,2025-02-01T12:28:50.509000Z,1163,108,Wales,Task34
3783,804,6772052b4d23a9043a01c294,task-plll,2264,voice_06_human_078_-3dB.mp3,to have is better than to wait and hope,have,better,than,wait,hope,to have is better than to wait,4,0.8,3,human,78,-3dB,NA,Male,20,United Kingdom,2025-02-01T12:32:12.781000Z,1187,32,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Task35
3784,73,5c1a371c03554a000119aaf7,task-v562,13665.3,voice_06_clone_078_-3dB.mp3,to have is better than to wait and hope,have,better,than,wait,hope,to have is better than to wait,4,0.8,1,human,78,-3dB,NA,Female,28,United Kingdom,2025-01-31T12:18:42.602000Z,1943,109,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task26
3785,47,65081e92ed65d2d467efc9c2,task-zh25,24188,voice_01_clone_078_-3dB.mp3,to have is better than to wait and hope,have,better,than,wait,hope,to  is better than to wait in hope ,4,0.8,6,clone,78,-3dB,NA,Male,25,United Kingdom,2025-01-31T14:56:08.341000Z,2111,29,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task28
3786,77,6717d1d0d323342f71f132bd,task-vdfc,8377.4,voice_03_clone_078_-3dB.mp3,to have is better than to wait and hope,have,better,than,wait,hope,to have is better than to wait alone,4,0.8,11,human,78,-6dB,NA,Female,26,United Kingdom,2025-01-31T12:15:59.112000Z,1470,18,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Task27
3791,56,677af110577587c2e364d1d9,task-j8gt,24999.7,voice_08_clone_078_-3dB.mp3,to have is better than to wait and hope,have,better,than,wait,hope,to have is beter then to wait,4,0.8,8,clone,78,-6dB,NA,Male,34,United Kingdom,2025-01-31T12:24:55.087000Z,1390,59,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task23
3832,808,6772052b4d23a9043a01c294,task-plll,6102,voice_07_human_079_-3dB.mp3,the music played on while they talked,music,played,while,they,talked,the music played on while he focussed,4,0.8,12,human,79,-3dB,NA,Male,20,United Kingdom,2025-02-01T12:32:12.781000Z,1187,32,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Task35
3833,68,5c1a371c03554a000119aaf7,task-v562,8347.1,voice_07_clone_079_-3dB.mp3,the music played on while they talked,music,played,while,they,talked,played on while they talked,4,0.8,7,human,79,-3dB,NA,Female,28,United Kingdom,2025-01-31T12:18:42.602000Z,1943,109,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task26
3834,81,65081e92ed65d2d467efc9c2,task-zh25,18236.4,voice_03_clone_079_-3dB.mp3,the music played on while they talked,music,played,while,they,talked,music played on while we talking,4,0.8,12,clone,79,-6dB,NA,Male,25,United Kingdom,2025-01-31T14:56:08.341000Z,2111,29,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task28
3874,246,675cca3a27cd0a6fc7c16a9a,task-6oo8,10273,voice_12_human_080_-3dB.mp3,the screen before the fire kept in the sparks,screen,before,fire,kept,sparks,the scream before the fire kept on the sparks,4,0.8,12,human,80,-3dB,NA,Male,34,United Kingdom,2025-02-01T12:32:11.381000Z,1488,121,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Task31
3875,319,66a773d4190ba4a8ec71d766,task-x2qy,5972.3,voice_06_human_080_-3dB.mp3,the screen before the fire kept in the sparks,screen,before,fire,kept,sparks,a scream before the fire kept in the sparks,4,0.8,4,clone,80,-3dB,NA,Male,33,United Kingdom,2025-02-01T12:43:12.906000Z,1218,169,"London, England ",Task37
3876,393,667d95b8b25237ac4e75dfc7,task-lcuh,11643.7,voice_04_human_080_-3dB.mp3,the screen before the fire kept in the sparks,screen,before,fire,kept,sparks,the screen infront of the fire kept all the sparks ,4,0.8,8,clone,80,-3dB,NA,Male,30,United Kingdom,2025-02-01T12:57:40.481000Z,1571,79,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task38
3877,484,6728b1f4fe2f3ae23c9c086e,task-a44t,8025.5,voice_11_human_080_-3dB.mp3,the screen before the fire kept in the sparks,screen,before,fire,kept,sparks,the screen before the fire is catching the sparks,4,0.8,12,clone,80,-3dB,NA,Male,19,United Kingdom,2025-02-01T12:36:11.474000Z,1578,119,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task32
3884,49,6717d1d0d323342f71f132bd,task-vdfc,10056.5,voice_06_clone_080_-3dB.mp3,the screen before the fire kept in the sparks,screen,before,fire,kept,sparks,the screen recorded the fire kept in the sparks,4,0.8,4,clone,80,-6dB,NA,Female,26,United Kingdom,2025-01-31T12:15:59.112000Z,1470,18,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Task27
25,113,5ff61f4fe313fd16fbeb5af6,task-rhl1,6079.7,voice_04_clone_001_3dB.mp3,rice is often served in round bowls,rice,often,served,round,bowls,often serve round,3,0.6,4,clone,1,-6dB,NA,Male,27,United Kingdom,2025-01-28T14:13:27.607000Z,1251,135,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task19
26,25,63e51e9a9457c003c4d44c9e,task-2t53,5085.9,voice_10_human_001_3dB.mp3,rice is often served in round bowls,rice,often,served,round,bowls,rice is often sold in round holes,3,0.6,3,human,1,3dB,NA,Female,35,United Kingdom,2025-01-23T15:20:31.602000Z,1453,158,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Task04
79,181,66e2bb6110820bec659a6d23,task-dfmo,6363.8,voice_07_clone_002_3dB.mp3,kick the ball straight and follow through,kick,ball,straight,follow,through,kick the ball straight,3,0.6,8,clone,2,-6dB,NA,Female,29,United Kingdom,2025-01-28T14:38:38.331000Z,1268,65,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task18
83,435,673646950eb7c31614a424bf,task-ea16,9497.9,voice_06_human_002_3dB.mp3,kick the ball straight and follow through,kick,ball,straight,follow,through,i go straight and follow through,3,0.6,4,human,2,3dB,NA,Female,26,United Kingdom,2025-01-28T14:33:04.554000Z,1390,180,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task09
84,515,6753141d924a3b764f3af127,task-diot,7727.2,voice_12_human_002_3dB.mp3,kick the ball straight and follow through,kick,ball,straight,follow,through,Keep the wool straight and follow through,3,0.6,3,human,2,3dB,NA,Male,33,United Kingdom,2025-01-28T14:46:59.597000Z,3142,162,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Task03
127,190,6658b4ff0f6362e1f068dd84,task-4oa6,5160.7,voice_09_clone_003_3dB.mp3,help the woman get back to her feet,help,woman,get,back,feet,suddenly mum got back to her feet,3,0.6,6,clone,3,-6dB,NA,Female,32,United Kingdom,2025-01-23T17:08:30.775000Z,1380,190,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task17
