Type,Noise,Voice,SentenceID,Participant,StimulusID,Tree.Node.Key,IntelligibilityTask,Sex,Age,BirthCountry,Date,,Approvals,Location,,,,Reaction.Time,EventCode,ANSWER,Response,WordsCorrect,Accuracy,TimeTaken
human,-6dB,6,75,67533900abe33875786164cc,voice_06_human_075_-6dB.mp3,task-ny3a,Task12,Female,33,United Kingdom,2025-01-28T15:29:16.740000Z,,85,Scotland,,,,5027.5,655,seed is needed to plant the spring corn,nothing ,0,0,2856
human,-6dB,12,75,6762b46f8efa75acc7746500,voice_12_human_075_-6dB.mp3,task-jjv3,Task16,Male,22,United Kingdom,2025-01-27T10:36:07.143000Z,,118,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,6055.2,222,seed is needed to plant the spring corn,the,0,0,1179
human,-6dB,4,75,67633e21c1dbfc7844faf425,voice_04_human_075_-6dB.mp3,task-2a7e,Task13,Male,32,United Kingdom,2025-01-28T14:13:43.216000Z,,136,Scotland,,,,1888.4,793,seed is needed to plant the spring corn,,0,0,1257
clone,-6dB,7,75,678d803c7a10b7d9085925ca,voice_07_clone_075_-6dB.mp3,task-njj9,Task01,Male,26,United Kingdom,2025-01-27T10:10:46.914000Z,,17,Scotland,,,,5512,376,seed is needed to plant the spring corn,screen,0,0,2333
human,-3dB,12,75,5f6de39e91b3c4283af75851,voice_12_human_075_-3dB.mp3,task-k8cy,Task36,Female,22,United Kingdom,2025-02-03T16:44:13.315000Z,,54,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,5840.5,66,seed is needed to plant the spring corn,save us father spring walk,0,0,1357
human,-6dB,3,75,60870e7b286405a9ad9ec7e7,voice_03_human_075_-6dB.mp3,task-i46j,Task14,Female,27,United Kingdom,2025-02-03T16:09:16.747000Z,,39,"London, England ",,,,9151.4,162,seed is needed to plant the spring corn,the seed is needed to be watered,0,0,1652
clone,-3dB,8,75,67660267ee75be78076712d5,voice_08_clone_075_-3dB.mp3,task-6xu5,Task30,Female,34,United Kingdom,2025-02-03T16:26:18.857000Z,,30,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,17501.6,491,seed is needed to plant the spring corn,the seige is needed to pass the screen,0,0,2763
human,0dB,8,44,6786d7a40dccb69b974eaaf8,voice_08_human_044_0dB.mp3,task-tk4x,Task39,Male,19,United Kingdom,2025-02-01T13:20:04.774000Z,,41,"London, England ",,,,4713.6,53,some ads serve to cheat buyers,said cheap tires,0,0,2683
clone,0dB,1,44,67865aa1cf8ca2f3ecd2f6f1,voice_01_clone_044_0dB.mp3,task-2ocn,Task24,Male,28,United Kingdom,2025-01-31T12:33:56.837000Z,,50,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,1445,51,some ads serve to cheat buyers,Summer,0,0,2964
human,-3dB,8,44,5ff61f4fe313fd16fbeb5af6,voice_08_human_044_-3dB.mp3,task-rhl1,Task19,Male,27,United Kingdom,2025-01-28T14:13:27.607000Z,,135,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,3893.8,127,some ads serve to cheat buyers,no idea,0,0,1251
clone,-3dB,8,44,673646950eb7c31614a424bf,voice_08_clone_044_-3dB.mp3,task-ea16,Task09,Female,26,United Kingdom,2025-01-28T14:33:04.554000Z,,180,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,6916.2,483,some ads serve to cheat buyers,thumb and serve cheek lines,0,0,1390
human,-3dB,11,44,6762b46f8efa75acc7746500,voice_11_human_044_-3dB.mp3,task-jjv3,Task16,Male,22,United Kingdom,2025-01-27T10:36:07.143000Z,,118,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,2746.9,238,some ads serve to cheat buyers,she tires,0,0,1179
clone,-3dB,6,44,678d803c7a10b7d9085925ca,voice_06_clone_044_-3dB.mp3,task-njj9,Task01,Male,26,United Kingdom,2025-01-27T10:10:46.914000Z,,17,Scotland,,,,8009.8,412,some ads serve to cheat buyers,add to cheap vines,0,0,2333
clone,-3dB,4,44,673a3db560114414cc28e7df,voice_04_clone_044_-3dB.mp3,task-l9ym,Task02,Female,19,United Kingdom,2025-02-03T16:14:44.463000Z,,114,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,511.2,394,some ads serve to cheat buyers,,0,0,2056
human,3dB,9,31,67701cb8e95b8934348de694,voice_09_human_031_3dB.mp3,task-imj1,Task25,Male,34,United Kingdom,2025-01-31T12:14:05.291000Z,,74,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,4692.3,43,steam hissed from the broken valve,the storm his the bowl,0,0,1630
clone,-6dB,10,17,67628c956106c1752ccacb35,voice_10_clone_017_-6dB.mp3,task-4yg1,Task40,Male,34,United Kingdom,2025-02-01T12:45:39.810000Z,,82,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",,,,10433.7,91,the bill was paid every third week,there was pain in there,0,0,1928
clone,-6dB,9,17,675cca3a27cd0a6fc7c16a9a,voice_09_clone_017_-6dB.mp3,task-6oo8,Task31,Male,34,United Kingdom,2025-02-01T12:32:11.381000Z,,121,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",,,,2586.3,207,the bill was paid every third week,the,0,0,1488
clone,-6dB,1,17,66a773d4190ba4a8ec71d766,voice_01_clone_017_-6dB.mp3,task-x2qy,Task37,Male,33,United Kingdom,2025-02-01T12:43:12.906000Z,,169,"London, England ",,,,5981.9,283,the bill was paid every third week,sooner,0,0,1218
clone,-6dB,12,17,667d95b8b25237ac4e75dfc7,voice_12_clone_017_-6dB.mp3,task-lcuh,Task38,Male,30,United Kingdom,2025-02-01T12:57:40.481000Z,,79,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,6960.2,346,the bill was paid every third week,films play every thursday,0,0,1571
clone,-6dB,8,17,6728b1f4fe2f3ae23c9c086e,voice_08_clone_017_-6dB.mp3,task-a44t,Task32,Male,19,United Kingdom,2025-02-01T12:36:11.474000Z,,119,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,1566.2,446,the bill was paid every third week,,0,0,1578
clone,-6dB,6,17,668aa1000b1af4158ed5f71b,voice_06_clone_017_-6dB.mp3,task-s2xz,Task34,Male,20,United Kingdom,2025-02-01T12:28:50.509000Z,,108,Wales,,,,5414,691,the bill was paid every third week,the ring was purple,0,0,1163
human,-6dB,4,17,5c1a371c03554a000119aaf7,voice_04_human_017_-6dB.mp3,task-v562,Task26,Female,28,United Kingdom,2025-01-31T12:18:42.602000Z,,109,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,4218.7,40,the bill was paid every third week,long ago ,0,0,1943
human,-6dB,1,17,6717d1d0d323342f71f132bd,voice_01_human_017_-6dB.mp3,task-vdfc,Task27,Female,26,United Kingdom,2025-01-31T12:15:59.112000Z,,18,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",,,,5489.9,24,the bill was paid every third week,there will alway be,0,0,1470
human,-6dB,9,17,672b19cc67687cb549eb412c,voice_09_human_017_-6dB.mp3,task-q6h3,Task21,Male,35,United Kingdom,2025-01-31T11:15:25.742000Z,,100,Scotland,,,,15446.6,26,the bill was paid every third week,completely inelligible,0,0,1509
human,-6dB,11,17,67468d12f6ec9cc78afdf1db,voice_11_human_017_-6dB.mp3,task-xvn5,Task29,Female,26,United Kingdom,2025-01-31T12:31:53.870000Z,,21,"London, England ",,,,3313.7,9,the bill was paid every third week,building closed,0,0,1066
human,-6dB,4,17,67701cb8e95b8934348de694,voice_04_human_017_-6dB.mp3,task-imj1,Task25,Male,34,United Kingdom,2025-01-31T12:14:05.291000Z,,74,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,6038.9,27,the bill was paid every third week,the lady bares ,0,0,1630
human,-6dB,7,17,677af110577587c2e364d1d9,voice_07_human_017_-6dB.mp3,task-j8gt,Task23,Male,34,United Kingdom,2025-01-31T12:24:55.087000Z,,59,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,4924.1,33,the bill was paid every third week,her,0,0,1390
human,-6dB,6,17,67865aa1cf8ca2f3ecd2f6f1,voice_06_human_017_-6dB.mp3,task-2ocn,Task24,Male,28,United Kingdom,2025-01-31T12:33:56.837000Z,,50,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,811.9,33,the bill was paid every third week,,0,0,2964
human,-6dB,8,17,678a98fcd4e1562e43020dcb,voice_08_human_017_-6dB.mp3,task-r7i4,Task22,Male,31,United Kingdom,2025-01-31T12:16:52.041000Z,,31,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",,,,7429.9,8,the bill was paid every third week,build in words,0,0,1606
human,3dB,9,17,678d803c7a10b7d9085925ca,voice_09_human_017_3dB.mp3,task-njj9,Task01,Male,26,United Kingdom,2025-01-27T10:10:46.914000Z,,17,Scotland,,,,6854.6,350,the bill was paid every third week,There was paint everywhere,0,0,2333
clone,-6dB,3,17,5f6de39e91b3c4283af75851,voice_03_clone_017_-6dB.mp3,task-k8cy,Task36,Female,22,United Kingdom,2025-02-03T16:44:13.315000Z,,54,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,6658.7,19,the bill was paid every third week,pawns placed delicatley,0,0,1357
human,-6dB,10,17,67660267ee75be78076712d5,voice_10_human_017_-6dB.mp3,task-6xu5,Task30,Female,34,United Kingdom,2025-02-03T16:26:18.857000Z,,30,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,6761.7,439,the bill was paid every third week,the waiver had ,0,0,2763
clone,-6dB,9,4,667d95b8b25237ac4e75dfc7,voice_09_clone_004_-6dB.mp3,task-lcuh,Task38,Male,30,United Kingdom,2025-02-01T12:57:40.481000Z,,79,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,4936.8,339,the fish twisted abd turned on the bent hook,fish twisted and entailed,0,0,1571
human,-6dB,7,4,67660267ee75be78076712d5,voice_07_human_004_-6dB.mp3,task-6xu5,Task30,Female,34,United Kingdom,2025-02-03T16:26:18.857000Z,,30,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,21020.8,422,the fish twisted abd turned on the bent hook,she made to set her walk into it,0,0,2763
human,-3dB,12,69,67628c956106c1752ccacb35,voice_12_human_069_-3dB.mp3,task-4yg1,Task40,Male,34,United Kingdom,2025-02-01T12:45:39.810000Z,,82,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",,,,9717.1,140,the fur of cats goes by many names,the slow pacts means nothing more,0,0,1928
human,-3dB,10,69,6728b1f4fe2f3ae23c9c086e,voice_10_human_069_-3dB.mp3,task-a44t,Task32,Male,19,United Kingdom,2025-02-01T12:36:11.474000Z,,119,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,1135.7,498,the fur of cats goes by many names,,0,0,1578
clone,-3dB,9,69,677af110577587c2e364d1d9,voice_09_clone_069_-3dB.mp3,task-j8gt,Task23,Male,34,United Kingdom,2025-01-31T12:24:55.087000Z,,59,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,4777.7,65,the fur of cats goes by many names,the fir,0,0,1390
clone,-3dB,8,69,67865aa1cf8ca2f3ecd2f6f1,voice_08_clone_069_-3dB.mp3,task-2ocn,Task24,Male,28,United Kingdom,2025-01-31T12:33:56.837000Z,,50,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,1580.8,76,the fur of cats goes by many names,,0,0,2964
clone,-3dB,10,69,678a98fcd4e1562e43020dcb,voice_10_clone_069_-3dB.mp3,task-r7i4,Task22,Male,31,United Kingdom,2025-01-31T12:16:52.041000Z,,31,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",,,,5110.3,52,the fur of cats goes by many names,a third of households,0,0,1606
clone,-6dB,6,69,5b3016a9a8327d0001ffef94,voice_06_clone_069_-6dB.mp3,task-obom,Task06,Female,30,United Kingdom,2025-01-28T14:31:01.257000Z,,66,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,6066.3,51,the fur of cats goes by many names,crow noise,0,0,1380
clone,-6dB,8,69,63e51e9a9457c003c4d44c9e,voice_08_clone_069_-6dB.mp3,task-2t53,Task04,Female,35,United Kingdom,2025-01-23T15:20:31.602000Z,,158,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,7871.6,78,the fur of cats goes by many names,Third cabins are mini wheels,0,0,1453
clone,-6dB,7,69,6575c7da000442e5a54f5e24,voice_07_clone_069_-6dB.mp3,task-ulhi,Task05,Male,28,United Kingdom,2025-01-27T12:51:25.040000Z,,195,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,3071.1,68,the fur of cats goes by many names,further ,0,0,1202
human,-6dB,11,69,6658b2c0589d777bab78ad38,voice_11_human_069_-6dB.mp3,task-r77z,Task11,Male,23,United Kingdom,2025-01-23T15:17:26.232000Z,,138,"London, England ",,,,2377.8,166,the fur of cats goes by many names,ctas ,0,0,1443
human,-6dB,4,69,6658b4ff0f6362e1f068dd84,voice_04_human_069_-6dB.mp3,task-4oa6,Task17,Female,32,United Kingdom,2025-01-23T17:08:30.775000Z,,190,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,14198,230,the fur of cats goes by many names,"Erm, pass it doesn't agree with me",0,0,1380
human,-6dB,3,69,66e2bb6110820bec659a6d23,voice_03_human_069_-6dB.mp3,task-dfmo,Task18,Female,29,United Kingdom,2025-01-28T14:38:38.331000Z,,65,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,3503.5,224,the fur of cats goes by many names,the girl is,0,0,1268
clone,-6dB,9,69,6753141d924a3b764f3af127,voice_09_clone_069_-6dB.mp3,task-diot,Task03,Male,33,United Kingdom,2025-01-28T14:46:59.597000Z,,162,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,463.2,560,the fur of cats goes by many names,,0,0,3142
human,-6dB,10,69,67533900abe33875786164cc,voice_10_human_069_-6dB.mp3,task-ny3a,Task12,Female,33,United Kingdom,2025-01-28T15:29:16.740000Z,,85,Scotland,,,,18693.6,662,the fur of cats goes by many names,The problem at some point needs me.,0,0,2856
human,-6dB,6,69,6762b46f8efa75acc7746500,voice_06_human_069_-6dB.mp3,task-jjv3,Task16,Male,22,United Kingdom,2025-01-27T10:36:07.143000Z,,118,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,2314.4,225,the fur of cats goes by many names,leaves,0,0,1179
human,-6dB,9,69,67633e21c1dbfc7844faf425,voice_09_human_069_-6dB.mp3,task-2a7e,Task13,Male,32,United Kingdom,2025-01-28T14:13:43.216000Z,,136,Scotland,,,,1232,820,the fur of cats goes by many names,,0,0,1257
clone,-6dB,11,69,678d803c7a10b7d9085925ca,voice_11_clone_069_-6dB.mp3,task-njj9,Task01,Male,26,United Kingdom,2025-01-27T10:10:46.914000Z,,17,Scotland,,,,8283.1,391,the fur of cats goes by many names,the flow,0,0,2333
human,-6dB,12,69,66982d11d7d50b532313478d,voice_12_human_069_-6dB.mp3,task-16xx,Task20,Female,29,United Kingdom,2025-02-03T15:28:52.619000Z,,153,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,11014.6,241,the fur of cats goes by many names,the curved hats are on my mind,0,0,1465
clone,-6dB,4,69,671de38b70419e476bff2e09,voice_04_clone_069_-6dB.mp3,task-sjhp,Task07,Female,30,United Kingdom,2025-02-03T15:24:27.123000Z,,171,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",,,,2906.9,321,the fur of cats goes by many names,bird acts ,0,0,1282
clone,-6dB,10,69,673a3db560114414cc28e7df,voice_10_clone_069_-6dB.mp3,task-l9ym,Task02,Female,19,United Kingdom,2025-02-03T16:14:44.463000Z,,114,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,5635.4,403,the fur of cats goes by many names,confir of cats raised by,0,0,2056
clone,-6dB,12,69,674547704d6adcc40d2874a5,voice_12_clone_069_-6dB.mp3,task-mc6j,Task10,Female,19,United Kingdom,2025-02-03T18:28:25.096000Z,,77,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,2663,60,the fur of cats goes by many names,new ,0,0,1542
clone,-6dB,8,14,6786d7a40dccb69b974eaaf8,voice_08_clone_014_-6dB.mp3,task-tk4x,Task39,Male,19,United Kingdom,2025-02-01T13:20:04.774000Z,,41,"London, England ",,,,4401.5,14,the grass curled around the fence post,dries cold,0,0,2683
clone,-6dB,3,14,66d78e09da443c5b0f3fda98,voice_03_clone_014_-6dB.mp3,task-zpav,Task33,Male,26,United Kingdom,2025-02-01T13:38:08.573000Z,,112,"London, England ",,,,9918.4,504,the grass curled around the fence post,glass hold man,0,0,1696
human,-6dB,12,14,5c1a371c03554a000119aaf7,voice_12_human_014_-6dB.mp3,task-v562,Task26,Female,28,United Kingdom,2025-01-31T12:18:42.602000Z,,109,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,8228.4,14,the grass curled around the fence post,ground forest ,0,0,1943
human,-6dB,10,14,6717d1d0d323342f71f132bd,voice_10_human_014_-6dB.mp3,task-vdfc,Task27,Female,26,United Kingdom,2025-01-31T12:15:59.112000Z,,18,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",,,,3095.2,23,the grass curled around the fence post,,0,0,1470
human,-6dB,8,14,67468d12f6ec9cc78afdf1db,voice_08_human_014_-6dB.mp3,task-xvn5,Task29,Female,26,United Kingdom,2025-01-31T12:31:53.870000Z,,21,"London, England ",,,,3229.6,25,the grass curled around the fence post,the rest manager was,0,0,1066
human,-6dB,12,14,67701cb8e95b8934348de694,voice_12_human_014_-6dB.mp3,task-imj1,Task25,Male,34,United Kingdom,2025-01-31T12:14:05.291000Z,,74,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,8027,16,the grass curled around the fence post,it must be rough on the transport ,0,0,1630
human,-6dB,3,14,677af110577587c2e364d1d9,voice_03_human_014_-6dB.mp3,task-j8gt,Task23,Male,34,United Kingdom,2025-01-31T12:24:55.087000Z,,59,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,3998.7,11,the grass curled around the fence post,not a clue,0,0,1390
human,-6dB,4,14,678a98fcd4e1562e43020dcb,voice_04_human_014_-6dB.mp3,task-r7i4,Task22,Male,31,United Kingdom,2025-01-31T12:16:52.041000Z,,31,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",,,,5518.5,25,the grass curled around the fence post,fast car in the round sentence,0,0,1606
human,-6dB,7,14,67660267ee75be78076712d5,voice_07_human_014_-6dB.mp3,task-6xu5,Task30,Female,34,United Kingdom,2025-02-03T16:26:18.857000Z,,30,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,7677.7,457,the grass curled around the fence post,that helped,0,0,2763
clone,0dB,4,49,6717d1d0d323342f71f132bd,voice_04_clone_049_0dB.mp3,task-vdfc,Task27,Female,26,United Kingdom,2025-01-31T12:15:59.112000Z,,18,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",,,,5008.6,44,the houses are built of red clay bricks,hand,0,0,1470
clone,-3dB,6,49,5b3016a9a8327d0001ffef94,voice_06_clone_049_-3dB.mp3,task-obom,Task06,Female,30,United Kingdom,2025-01-28T14:31:01.257000Z,,66,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,7303.1,77,the houses are built of red clay bricks,houses are built with red clay bricks,0,0,1380
human,-3dB,10,49,67533900abe33875786164cc,voice_10_human_049_-3dB.mp3,task-ny3a,Task12,Female,33,United Kingdom,2025-01-28T15:29:16.740000Z,,85,Scotland,,,,22644.7,647,the houses are built of red clay bricks,The account is in two working purposes.,0,0,2856
human,-3dB,7,56,67533900abe33875786164cc,voice_07_human_056_-3dB.mp3,task-ny3a,Task12,Female,33,United Kingdom,2025-01-28T15:29:16.740000Z,,85,Scotland,,,,17715.3,643,the last switch cannot be turned off,Last sweat carried them down.,0,0,2856
human,-6dB,4,7,5c1a371c03554a000119aaf7,voice_04_human_007_-6dB.mp3,task-v562,Task26,Female,28,United Kingdom,2025-01-31T12:18:42.602000Z,,109,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,7353.6,17,the meal was cooked before the bell rang,his coat ,0,0,1943
human,-6dB,12,7,65081e92ed65d2d467efc9c2,voice_12_human_007_-6dB.mp3,task-zh25,Task28,Male,25,United Kingdom,2025-01-31T14:56:08.341000Z,,29,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,11871,28,the meal was cooked before the bell rang,rear awards moustache,0,0,2111
human,-6dB,1,7,6717d1d0d323342f71f132bd,voice_01_human_007_-6dB.mp3,task-vdfc,Task27,Female,26,United Kingdom,2025-01-31T12:15:59.112000Z,,18,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",,,,2698.2,31,the meal was cooked before the bell rang,,0,0,1470
human,-6dB,9,7,672b19cc67687cb549eb412c,voice_09_human_007_-6dB.mp3,task-q6h3,Task21,Male,35,United Kingdom,2025-01-31T11:15:25.742000Z,,100,Scotland,,,,6137.3,33,the meal was cooked before the bell rang,don't know,0,0,1509
human,-6dB,4,7,67701cb8e95b8934348de694,voice_04_human_007_-6dB.mp3,task-imj1,Task25,Male,34,United Kingdom,2025-01-31T12:14:05.291000Z,,74,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,11061.1,8,the meal was cooked before the bell rang,the old meal,0,0,1630
human,-6dB,7,7,677af110577587c2e364d1d9,voice_07_human_007_-6dB.mp3,task-j8gt,Task23,Male,34,United Kingdom,2025-01-31T12:24:55.087000Z,,59,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,6143.5,22,the meal was cooked before the bell rang,perform,0,0,1390
human,-6dB,6,7,67865aa1cf8ca2f3ecd2f6f1,voice_06_human_007_-6dB.mp3,task-2ocn,Task24,Male,28,United Kingdom,2025-01-31T12:33:56.837000Z,,50,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,1792.3,25,the meal was cooked before the bell rang,,0,0,2964
human,3dB,9,7,678d803c7a10b7d9085925ca,voice_09_human_007_3dB.mp3,task-njj9,Task01,Male,26,United Kingdom,2025-01-27T10:10:46.914000Z,,17,Scotland,,,,5574,357,the meal was cooked before the bell rang,Males ,0,0,2333
clone,-6dB,3,7,5f6de39e91b3c4283af75851,voice_03_clone_007_-6dB.mp3,task-k8cy,Task36,Female,22,United Kingdom,2025-02-03T16:44:13.315000Z,,54,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,11950.9,34,the meal was cooked before the bell rang,alone rumour deep,0,0,1357
human,-6dB,10,7,67660267ee75be78076712d5,voice_10_human_007_-6dB.mp3,task-6xu5,Task30,Female,34,United Kingdom,2025-02-03T16:26:18.857000Z,,30,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,9084.9,442,the meal was cooked before the bell rang,the neon has come to bounds,0,0,2763
clone,-6dB,9,7,675cca3a27cd0a6fc7c16a9a,voice_09_clone_007_-6dB.mp3,task-6oo8,Task31,Male,34,United Kingdom,2025-02-01T12:32:11.381000Z,,121,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",,,,2883.5,203,the meal was cooked before the bell rang,the warm,0,0,1488
clone,-6dB,8,7,6728b1f4fe2f3ae23c9c086e,voice_08_clone_007_-6dB.mp3,task-a44t,Task32,Male,19,United Kingdom,2025-02-01T12:36:11.474000Z,,119,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,2819.2,439,the meal was cooked before the bell rang,the wheel,0,0,1578
clone,-6dB,7,7,66d78e09da443c5b0f3fda98,voice_07_clone_007_-6dB.mp3,task-zpav,Task33,Male,26,United Kingdom,2025-02-01T13:38:08.573000Z,,112,"London, England ",,,,5741.7,532,the meal was cooked before the bell rang,milk is begian,0,0,1696
clone,-6dB,6,7,668aa1000b1af4158ed5f71b,voice_06_clone_007_-6dB.mp3,task-s2xz,Task34,Male,20,United Kingdom,2025-02-01T12:28:50.509000Z,,108,Wales,,,,5057,684,the meal was cooked before the bell rang,fell ,0,0,1163
clone,-6dB,4,7,6772052b4d23a9043a01c294,voice_04_clone_007_-6dB.mp3,task-plll,Task35,Male,20,United Kingdom,2025-02-01T12:32:12.781000Z,,32,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",,,,4667,760,the meal was cooked before the bell rang,i don't know,0,0,1187
clone,-3dB,9,79,677af110577587c2e364d1d9,voice_09_clone_079_-3dB.mp3,task-j8gt,Task23,Male,34,United Kingdom,2025-01-31T12:24:55.087000Z,,59,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,3714,76,the music played on while they talked,head on,0,0,1390
clone,-6dB,6,79,5b3016a9a8327d0001ffef94,voice_06_clone_079_-6dB.mp3,task-obom,Task06,Female,30,United Kingdom,2025-01-28T14:31:01.257000Z,,66,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,4808.6,71,the music played on while they talked,and,0,0,1380
human,-6dB,11,79,6658b2c0589d777bab78ad38,voice_11_human_079_-6dB.mp3,task-r77z,Task11,Male,23,United Kingdom,2025-01-23T15:17:26.232000Z,,138,"London, England ",,,,5384.5,159,the music played on while they talked,i use it for long ,0,0,1443
human,-6dB,3,79,66e2bb6110820bec659a6d23,voice_03_human_079_-6dB.mp3,task-dfmo,Task18,Female,29,United Kingdom,2025-01-28T14:38:38.331000Z,,65,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,2799.8,238,the music played on while they talked,at the end,0,0,1268
