Type,Noise,Voice,SentenceID,Participant,StimulusID,Tree.Node.Key,IntelligibilityTask,Sex,Age,BirthCountry,Date,,Approvals,Location,,,,Reaction.Time,EventCode,ANSWER,Response,WordsCorrect,Accuracy,TimeTaken
clone,3dB,7,29,6772052b4d23a9043a01c294,voice_07_clone_029_3dB.mp3,task-plll,Task35,Male,20,United Kingdom,2025-02-01T12:32:12.781000Z,,32,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",,,,15678,767,the sofa cushion is red and of light weight,the sofa couchon is red and of light weight,5,1,1187
human,3dB,11,29,672b19cc67687cb549eb412c,voice_11_human_029_3dB.mp3,task-q6h3,Task21,Male,35,United Kingdom,2025-01-31T11:15:25.742000Z,,100,Scotland,,,,9563.7,9,the sofa cushion is red and of light weight,the sofa cushion is red and of light weight,5,1,1509
human,3dB,1,29,67468d12f6ec9cc78afdf1db,voice_01_human_029_3dB.mp3,task-xvn5,Task29,Female,26,United Kingdom,2025-01-31T12:31:53.870000Z,,21,"London, England ",,,,6780.5,31,the sofa cushion is red and of light weight,the sofa cushion is red and of light weight,5,1,1066
human,3dB,9,29,677af110577587c2e364d1d9,voice_09_human_029_3dB.mp3,task-j8gt,Task23,Male,34,United Kingdom,2025-01-31T12:24:55.087000Z,,59,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,13518.5,23,the sofa cushion is red and of light weight,the sofa cushion is red and of light weight,5,1,1390
clone,0dB,1,29,5ff61f4fe313fd16fbeb5af6,voice_01_clone_029_0dB.mp3,task-rhl1,Task19,Male,27,United Kingdom,2025-01-28T14:13:27.607000Z,,135,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,7810.4,92,the sofa cushion is red and of light weight,the sofa cushion is red and of light weight,5,1,1251
clone,0dB,4,29,6658b4ff0f6362e1f068dd84,voice_04_clone_029_0dB.mp3,task-4oa6,Task17,Female,32,United Kingdom,2025-01-23T17:08:30.775000Z,,190,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,13101,171,the sofa cushion is red and of light weight,The sofa cushions' red with a light weight,5,1,1380
clone,0dB,3,29,66e2bb6110820bec659a6d23,voice_03_clone_029_0dB.mp3,task-dfmo,Task18,Female,29,United Kingdom,2025-01-28T14:38:38.331000Z,,65,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,6355.3,171,the sofa cushion is red and of light weight,the sofa cushion is red and lightweight,5,1,1268
human,0dB,1,29,673646950eb7c31614a424bf,voice_01_human_029_0dB.mp3,task-ea16,Task09,Female,26,United Kingdom,2025-01-28T14:33:04.554000Z,,180,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,7740.2,446,the sofa cushion is red and of light weight,the sofa cushion is red and of light weight,5,1,1390
clone,0dB,7,29,6790fdd894f8d92d7835134c,voice_07_clone_029_0dB.mp3,task-ajvt,Task15,Female,33,United Kingdom,2025-01-23T15:57:24.030000Z,,7,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,7764,356,the sofa cushion is red and of light weight,the sofa cushion is red and of light weight,5,1,1296
clone,3dB,6,29,5f6de39e91b3c4283af75851,voice_06_clone_029_3dB.mp3,task-k8cy,Task36,Female,22,United Kingdom,2025-02-03T16:44:13.315000Z,,54,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,8998,36,the sofa cushion is red and of light weight,the sofa cushion is red and of lightweight,5,1,1357
clone,0dB,8,29,60870e7b286405a9ad9ec7e7,voice_08_clone_029_0dB.mp3,task-i46j,Task14,Female,27,United Kingdom,2025-02-03T16:09:16.747000Z,,39,"London, England ",,,,14248,105,the sofa cushion is red and of light weight,the sofa cusion is red and of light weight,5,1,1652
clone,0dB,12,29,66982d11d7d50b532313478d,voice_12_clone_029_0dB.mp3,task-16xx,Task20,Female,29,United Kingdom,2025-02-03T15:28:52.619000Z,,153,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,9346,174,the sofa cushion is red and of light weight,the sofa cushion was red and light weight,5,1,1465
human,0dB,4,29,671de38b70419e476bff2e09,voice_04_human_029_0dB.mp3,task-sjhp,Task07,Female,30,United Kingdom,2025-02-03T15:24:27.123000Z,,171,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",,,,12180.2,289,the sofa cushion is red and of light weight,the sofa cushion is red and lightweight ,5,1,1282
human,0dB,10,29,673a3db560114414cc28e7df,voice_10_human_029_0dB.mp3,task-l9ym,Task02,Female,19,United Kingdom,2025-02-03T16:14:44.463000Z,,114,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,8877.8,353,the sofa cushion is red and of light weight,the sofa cushions were out under the blanket,5,1,2056
human,0dB,12,29,674547704d6adcc40d2874a5,voice_12_human_029_0dB.mp3,task-mc6j,Task10,Female,19,United Kingdom,2025-02-03T18:28:25.096000Z,,77,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,17942,29,the sofa cushion is red and of light weight,the sofa cusion is red and of light weight,5,1,1542
human,0dB,6,54,675cca3a27cd0a6fc7c16a9a,voice_06_human_054_0dB.mp3,task-6oo8,Task31,Male,34,United Kingdom,2025-02-01T12:32:11.381000Z,,121,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",,,,11979.3,244,the tube was blown and the tire flat and useless,the tube was blown and the tyre flat and useless,5,1,1488
human,0dB,1,54,668aa1000b1af4158ed5f71b,voice_01_human_054_0dB.mp3,task-s2xz,Task34,Male,20,United Kingdom,2025-02-01T12:28:50.509000Z,,108,Wales,,,,7642,746,the tube was blown and the tire flat and useless,the tube was blown and the tire flat and useless,5,1,1163
clone,0dB,12,54,5c1a371c03554a000119aaf7,voice_12_clone_054_0dB.mp3,task-v562,Task26,Female,28,United Kingdom,2025-01-31T12:18:42.602000Z,,109,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,7630.4,44,the tube was blown and the tire flat and useless,the tube was blown and the tire flat and useless ,5,1,1943
clone,0dB,10,54,6717d1d0d323342f71f132bd,voice_10_clone_054_0dB.mp3,task-vdfc,Task27,Female,26,United Kingdom,2025-01-31T12:15:59.112000Z,,18,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",,,,11623.1,48,the tube was blown and the tire flat and useless,the tube was blown and the tire was flat and useless,5,1,1470
clone,0dB,6,54,672b19cc67687cb549eb412c,voice_06_clone_054_0dB.mp3,task-q6h3,Task21,Male,35,United Kingdom,2025-01-31T11:15:25.742000Z,,100,Scotland,,,,10266.7,65,the tube was blown and the tire flat and useless,the tube has blown and the tyre is flat and useless,5,1,1509
clone,0dB,3,54,677af110577587c2e364d1d9,voice_03_clone_054_0dB.mp3,task-j8gt,Task23,Male,34,United Kingdom,2025-01-31T12:24:55.087000Z,,59,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,9965,60,the tube was blown and the tire flat and useless,the tube is blown and the tyre flatern useless,5,1,1390
clone,-3dB,11,54,5b3016a9a8327d0001ffef94,voice_11_clone_054_-3dB.mp3,task-obom,Task06,Female,30,United Kingdom,2025-01-28T14:31:01.257000Z,,66,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,10513.6,46,the tube was blown and the tire flat and useless,the tube was blown and the tyre flat and useless,5,1,1380
clone,-3dB,1,54,63e51e9a9457c003c4d44c9e,voice_01_clone_054_-3dB.mp3,task-2t53,Task04,Female,35,United Kingdom,2025-01-23T15:20:31.602000Z,,158,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,6726.6,57,the tube was blown and the tire flat and useless,the tube was blown the tyre flat useless,5,1,1453
clone,-3dB,8,54,673646950eb7c31614a424bf,voice_08_clone_054_-3dB.mp3,task-ea16,Task09,Female,26,United Kingdom,2025-01-28T14:33:04.554000Z,,180,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,9897.7,497,the tube was blown and the tire flat and useless,the tube was blown and the tyre flat and useless ,5,1,1390
human,-3dB,12,54,6790fdd894f8d92d7835134c,voice_12_human_054_-3dB.mp3,task-ajvt,Task15,Female,33,United Kingdom,2025-01-23T15:57:24.030000Z,,7,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,7173.5,404,the tube was blown and the tire flat and useless,the tube was blown and the tyre flat and useless,5,1,1296
human,0dB,11,54,5f6de39e91b3c4283af75851,voice_11_human_054_0dB.mp3,task-k8cy,Task36,Female,22,United Kingdom,2025-02-03T16:44:13.315000Z,,54,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,8817.6,50,the tube was blown and the tire flat and useless,the tube was blown and the tire flat and useless,5,1,1357
clone,-3dB,4,54,673a3db560114414cc28e7df,voice_04_clone_054_-3dB.mp3,task-l9ym,Task02,Female,19,United Kingdom,2025-02-03T16:14:44.463000Z,,114,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,8853.7,380,the tube was blown and the tire flat and useless,the tube was blown and the tyre flaat and useless,5,1,2056
clone,0dB,7,54,67660267ee75be78076712d5,voice_07_clone_054_0dB.mp3,task-6xu5,Task30,Female,34,United Kingdom,2025-02-03T16:26:18.857000Z,,30,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,12052.3,496,the tube was blown and the tire flat and useless,the tube is blown and the tire flat and useless,5,1,2763
clone,-3dB,7,54,674547704d6adcc40d2874a5,voice_07_clone_054_-3dB.mp3,task-mc6j,Task10,Female,19,United Kingdom,2025-02-03T18:28:25.096000Z,,77,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,14069,44,the tube was blown and the tire flat and useless,tube was blown and the tire was flat and useless,5,1,1542
clone,3dB,1,21,675cca3a27cd0a6fc7c16a9a,voice_01_clone_021_3dB.mp3,task-6oo8,Task31,Male,34,United Kingdom,2025-02-01T12:32:11.381000Z,,121,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",,,,9976.5,177,the wharf could be seen at the farther shore,the wharf could be seen at the farther shore,5,1,1488
clone,3dB,7,21,66a773d4190ba4a8ec71d766,voice_07_clone_021_3dB.mp3,task-x2qy,Task37,Male,33,United Kingdom,2025-02-01T12:43:12.906000Z,,169,"London, England ",,,,9872.4,292,the wharf could be seen at the farther shore,the wharf could be seen at the farther shore,5,1,1218
clone,3dB,12,21,6728b1f4fe2f3ae23c9c086e,voice_12_clone_021_3dB.mp3,task-a44t,Task32,Male,19,United Kingdom,2025-02-01T12:36:11.474000Z,,119,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,10735.6,420,the wharf could be seen at the farther shore,the wharf could be seen at the farthest shore,5,1,1578
clone,3dB,10,21,668aa1000b1af4158ed5f71b,voice_10_clone_021_3dB.mp3,task-s2xz,Task34,Male,20,United Kingdom,2025-02-01T12:28:50.509000Z,,108,Wales,,,,12698,682,the wharf could be seen at the farther shore,the warf could be seen on the farthest shore,5,1,1163
human,3dB,1,21,672b19cc67687cb549eb412c,voice_01_human_021_3dB.mp3,task-q6h3,Task21,Male,35,United Kingdom,2025-01-31T11:15:25.742000Z,,100,Scotland,,,,10840.9,30,the wharf could be seen at the farther shore,the wharf could be seen at the farthest shore,5,1,1509
human,3dB,3,21,67660267ee75be78076712d5,voice_03_human_021_3dB.mp3,task-6xu5,Task30,Female,34,United Kingdom,2025-02-03T16:26:18.857000Z,,30,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,17236.5,425,the wharf could be seen at the farther shore,the wharf could be seen at the farthest shore,5,1,2763
clone,-6dB,3,8,66a773d4190ba4a8ec71d766,voice_03_clone_008_-6dB.mp3,task-x2qy,Task37,Male,33,United Kingdom,2025-02-01T12:43:12.906000Z,,169,"London, England ",,,,6804.3,263,the wide road shimmered in the hot sun,the wide road shimmered in the hot sun,5,1,1218
human,-6dB,3,8,6717d1d0d323342f71f132bd,voice_03_human_008_-6dB.mp3,task-vdfc,Task27,Female,26,United Kingdom,2025-01-31T12:15:59.112000Z,,18,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",,,,7623.1,6,the wide road shimmered in the hot sun,the wide road shimmered in the sun,5,1,1470
human,3dB,4,8,5b3016a9a8327d0001ffef94,voice_04_human_008_3dB.mp3,task-obom,Task06,Female,30,United Kingdom,2025-01-28T14:31:01.257000Z,,66,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,6894.8,39,the wide road shimmered in the hot sun,the wide woad shimmered in the hot sun,5,1,1380
clone,3dB,12,8,5ff61f4fe313fd16fbeb5af6,voice_12_clone_008_3dB.mp3,task-rhl1,Task19,Male,27,United Kingdom,2025-01-28T14:13:27.607000Z,,135,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,8756.2,96,the wide road shimmered in the hot sun,the wide road shimmered in the hot sun,5,1,1251
human,3dB,6,8,6575c7da000442e5a54f5e24,voice_06_human_008_3dB.mp3,task-ulhi,Task05,Male,28,United Kingdom,2025-01-27T12:51:25.040000Z,,195,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,6798,35,the wide road shimmered in the hot sun,the wide road shimmered in the hot sun,5,1,1202
clone,3dB,3,8,6658b4ff0f6362e1f068dd84,voice_03_clone_008_3dB.mp3,task-4oa6,Task17,Female,32,United Kingdom,2025-01-23T17:08:30.775000Z,,190,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,9147.6,184,the wide road shimmered in the hot sun,The wide road shimmered in the hot sun,5,1,1380
clone,3dB,1,8,66e2bb6110820bec659a6d23,voice_01_clone_008_3dB.mp3,task-dfmo,Task18,Female,29,United Kingdom,2025-01-28T14:38:38.331000Z,,65,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,6739.4,174,the wide road shimmered in the hot sun,the wide road shimmered in the hot sun,5,1,1268
human,3dB,12,8,673646950eb7c31614a424bf,voice_12_human_008_3dB.mp3,task-ea16,Task09,Female,26,United Kingdom,2025-01-28T14:33:04.554000Z,,180,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,6329.2,445,the wide road shimmered in the hot sun,the wide road shimmered in the hot sun,5,1,1390
clone,3dB,4,8,6762b46f8efa75acc7746500,voice_04_clone_008_3dB.mp3,task-jjv3,Task16,Male,22,United Kingdom,2025-01-27T10:36:07.143000Z,,118,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,7854.2,208,the wide road shimmered in the hot sun,the wide road shimmered in the hot sun,5,1,1179
clone,3dB,6,8,6790fdd894f8d92d7835134c,voice_06_clone_008_3dB.mp3,task-ajvt,Task15,Female,33,United Kingdom,2025-01-23T15:57:24.030000Z,,7,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,5525.1,353,the wide road shimmered in the hot sun,the wide road shimmered in the hot sun,5,1,1296
clone,3dB,7,8,60870e7b286405a9ad9ec7e7,voice_07_clone_008_3dB.mp3,task-i46j,Task14,Female,27,United Kingdom,2025-02-03T16:09:16.747000Z,,39,"London, England ",,,,10019.7,114,the wide road shimmered in the hot sun,the wide road shimmered in the hot sun,5,1,1652
clone,3dB,11,8,66982d11d7d50b532313478d,voice_11_clone_008_3dB.mp3,task-16xx,Task20,Female,29,United Kingdom,2025-02-03T15:28:52.619000Z,,153,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,6199.6,194,the wide road shimmered in the hot sun,the wide road shimmered in the hot sun,5,1,1465
human,3dB,3,8,671de38b70419e476bff2e09,voice_03_human_008_3dB.mp3,task-sjhp,Task07,Female,30,United Kingdom,2025-02-03T15:24:27.123000Z,,171,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",,,,7406.5,258,the wide road shimmered in the hot sun,the wide road shimmered in the hot sun,5,1,1282
human,3dB,9,8,673a3db560114414cc28e7df,voice_09_human_008_3dB.mp3,task-l9ym,Task02,Female,19,United Kingdom,2025-02-03T16:14:44.463000Z,,114,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,8630.5,367,the wide road shimmered in the hot sun,the white rim shimmered in the hot sun,5,1,2056
human,3dB,11,8,674547704d6adcc40d2874a5,voice_11_human_008_3dB.mp3,task-mc6j,Task10,Female,19,United Kingdom,2025-02-03T18:28:25.096000Z,,77,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,9165,31,the wide road shimmered in the hot sun,the wide road shimmered in the hot sun,5,1,1542
human,0dB,4,41,6786d7a40dccb69b974eaaf8,voice_04_human_041_0dB.mp3,task-tk4x,Task39,Male,19,United Kingdom,2025-02-01T13:20:04.774000Z,,41,"London, England ",,,,14640.1,49,the wreck occurred by the bank on main street,the wreck occured by the bank on street,5,1,2683
human,0dB,1,41,675cca3a27cd0a6fc7c16a9a,voice_01_human_041_0dB.mp3,task-6oo8,Task31,Male,34,United Kingdom,2025-02-01T12:32:11.381000Z,,121,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",,,,10759,230,the wreck occurred by the bank on main street,the wreck occured by the bank on main street,5,1,1488
human,0dB,7,41,66a773d4190ba4a8ec71d766,voice_07_human_041_0dB.mp3,task-x2qy,Task37,Male,33,United Kingdom,2025-02-01T12:43:12.906000Z,,169,"London, England ",,,,11818.5,296,the wreck occurred by the bank on main street,the wreck occurred by the bank near main street,5,1,1218
clone,0dB,9,41,5c1a371c03554a000119aaf7,voice_09_clone_041_0dB.mp3,task-v562,Task26,Female,28,United Kingdom,2025-01-31T12:18:42.602000Z,,109,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,11110.4,72,the wreck occurred by the bank on main street,the reck occurred by the bank on main street ,5,1,1943
clone,0dB,7,41,6717d1d0d323342f71f132bd,voice_07_clone_041_0dB.mp3,task-vdfc,Task27,Female,26,United Kingdom,2025-01-31T12:15:59.112000Z,,18,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",,,,11190.1,45,the wreck occurred by the bank on main street,The wreck occured by the bank on main street,5,1,1470
clone,0dB,1,41,672b19cc67687cb549eb412c,voice_01_clone_041_0dB.mp3,task-q6h3,Task21,Male,35,United Kingdom,2025-01-31T11:15:25.742000Z,,100,Scotland,,,,12196.2,44,the wreck occurred by the bank on main street,the wreck occured by the bank on Main Street,5,1,1509
